,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
Croatia,0.3077621705495895,1.2054455187830073,0.26052218864834764,-1.0837963694107522,2.4847014663184384,-0.5370353158610055,-0.9952338506845751,1.1206742313110647,-3.0109233448813613,-0.2204277828672891,-0.9424537757019514,1.9814275123625567,0.2698687652996384,0.9377051682455778,0.11598484333959927
Italy,-0.6415656390520169,0.04502387038618451,-0.5096616805243049,0.019638194187065496,-0.4407898387290934,1.531071590008447,0.6567970471043688,-1.0501857420688339,-0.5171977890365234,1.8254460487089395,-0.6035915199297545,-1.0400342136599783,-1.6937652203891014,0.3547881426931115,-0.9285480956243142
Cyprus,-1.2344845886028357,1.7825253926256703,1.2082974042946522,1.2248761349027246,0.7474581030403236,0.6068610609630158,1.0565804910165877,0.8129758565351656,0.5585804752354913,0.5282471458730076,2.1303784931391725,-0.9437956302868648,-0.12311887737876703,1.495668452516214,0.7621521322801863
Latvia,-0.10005961910024191,0.012815097985916794,0.0389832010694329,-0.9316715426467911,0.038515886342789296,0.041319377325719116,0.2768041504104073,-1.0316765288973693,0.12010720571047696,0.5001952678025012,-0.1113397979445025,0.16996831804274987,-0.13577452844531837,0.3721270576287021,0.6684378239626695
Lithuania,0.28788083408974535,0.25563315942496395,0.3433268045877183,0.26439197587712043,0.9612296127550687,-0.42114681392065184,-0.10163272950702114,-0.8412791527839321,1.3514095390103897,-1.0041409615610544,-0.2791142488238119,-0.783923351435243,1.5741326813616072,-1.936426038871124,-0.2212526034697175
Luxembourg,0.2575701253265571,-0.2730915115669368,-0.49588180377215746,1.1942716054062428,-1.2467737262852718,1.6856099431168885,-0.01326010379867615,0.7192095739419657,-0.5436319321386058,-0.562951905596174,0.04032944890704147,0.44638364504982314,-0.10996295067918917,-0.5285562257052479,-0.8784244116349371
Hungary,-0.10630784424867988,0.9716240446897672,0.4220393110580722,-1.2765525720479765,0.6513913545688967,1.4485368231559903,-0.4486172935793345,0.49971825532323144,-0.039498655986777265,2.1373825411853495,-1.5168667916662208,-1.0319581404942741,0.3150138141675336,-0.9271993664867191,-1.937727485725675
Malta,0.023513739726405067,0.06064591057493351,0.3735752844633272,0.5271198480598247,0.8783619638054305,-1.0235648721651032,0.16223681161005096,0.11125747326727714,0.04376092218135824,-0.2813803184471409,-0.16836471720721807,-1.4480872336543882,0.9991822211132989,0.5124448587144382,0.12744972250281694
Netherlands,1.8248610499771976,-0.30495946381652655,0.6559168495738449,0.403441682269335,-1.9070078004303936,-0.6933654371717721,-0.6687406714385123,1.1971952554014211,-0.2884340922771677,-0.4564746132398664,0.8153661614550922,-0.22145283804597635,0.8607346575647018,1.2905760704695444,0.8420954576446458
Austria,0.9294431493335473,0.14711077546609158,1.4224709572890988,-0.3904188496317689,-1.0055085396087955,-1.1517711576899206,-0.23756622587361145,-0.2551947193767873,-0.7657892323245729,0.8229357660506665,-1.610839379582852,0.3893411611535066,0.2622899384366248,0.12302979629314469,-0.7967041482779172
Poland,-0.6429082813553073,0.6358013202183918,0.35751728392027476,-0.20707467937859947,0.3430826025394714,-0.8810746127469049,0.5559441090241493,-1.0129927035320831,-0.1292367259176613,-1.5224017833197028,0.26314309589610024,0.041462949379011904,0.046869456463223824,-0.7252471160113184,-1.2321402682319311
